event_id,plan_id,stage_seq,stage_name,event_date,result,attempt_no
E000983,P00182,4,이사회승인,2026-04-29,통과,1
E000984,P00182,5,확정배포,2026-05-20,통과,1
E000985,P00183,1,부서초안제출,2026-01-07,통과,1
E000986,P00183,2,예산실1차조정,2026-02-06,반려,1
E000987,P00183,2,예산실1차조정,2026-03-22,통과,2
E000988,P00183,3,경영진검토,2026-05-03,통과,1
E000989,P00183,4,이사회승인,2026-05-24,반려,1
E000990,P00183,4,이사회승인,2026-06-19,통과,2
E000991,P00183,5,확정배포,2026-07-30,통과,1
E000992,P00184,1,부서초안제출,2026-02-27,통과,1
E000993,P00184,2,예산실1차조정,2026-03-19,반려,1
E000994,P00184,2,예산실1차조정,2026-04-13,통과,2
E000995,P00184,3,경영진검토,2026-05-19,통과,1
E000996,P00184,4,이사회승인,2026-06-23,통과,1
E000997,P00184,5,확정배포,2026-07-30,통과,1
E000998,P00185,1,부서초안제출,2026-02-26,통과,1
E000999,P00185,2,예산실1차조정,2026-03-17,통과,1
E001000,P00185,3,경영진검토,2026-04-29,통과,1
E001001,P00185,4,이사회승인,2026-05-22,통과,1
E001002,P00185,5,확정배포,2026-07-03,통과,1
E001003,P00186,1,부서초안제출,2026-02-01,통과,1
E001004,P00186,2,예산실1차조정,2026-02-27,통과,1
E001005,P00186,3,경영진검토,2026-03-18,통과,1
E001006,P00186,4,이사회승인,2026-04-16,반려,1
E001007,P00186,4,이사회승인,2026-05-10,통과,2
E001008,P00186,5,확정배포,2026-05-20,반려,1
E001009,P00186,5,확정배포,2026-06-26,통과,2
E001010,P00187,1,부서초안제출,2026-01-13,통과,1
E001011,P00187,2,예산실1차조정,2026-01-27,반려,1
E001012,P00187,2,예산실1차조정,2026-02-16,통과,2
E001013,P00187,3,경영진검토,2026-03-18,통과,1
E001014,P00187,4,이사회승인,2026-04-10,통과,1
E001015,P00187,5,확정배포,2026-05-15,통과,1
E001016,P00188,1,부서초안제출,,통과,1
E001017,P00188,2,예산실1차조정,2022-01-18,통과,1
E001018,P00188,3,경영진검토,2022-02-20,반려,1
E001019,P00188,3,경영진검토,2022-03-11,통과,2
E001020,P00188,4,이사회승인,2022-03-27,반려,1
E001021,P00188,4,이사회승인,2022-04-23,통과,2
E001022,P00188,5,확정배포,2022-05-18,반려,1
E001023,P00188,5,확정배포,2022-06-23,통과,2
E001024,P00189,1,부서초안제출,2022-02-04,통과,1
E001025,P00189,2,예산실1차조정,2022-03-18,통과,1
E001026,P00189,3,경영진검토,2022-03-31,반려,1
E001027,P00189,3,경영진검토,2022-04-22,통과,2
E001028,P00189,4,이사회승인,2022-05-13,통과,1
E001029,P00189,5,확정배포,2022-06-11,통과,1
E001030,P00190,1,부서초안제출,2022-03-09,통과,1
E001031,P00190,2,예산실1차조정,2022-04-08,통과,1
E001032,P00190,3,경영진검토,2022-04-19,통과,1
E001033,P00190,4,이사회승인,2022-05-26,반려,1
E001034,P00190,4,이사회승인,2022-07-08,반려,2
E001035,P00191,1,부서초안제출,2022-02-06,통과,1
E001036,P00191,2,예산실1차조정,2022-02-20,통과,1
E001037,P00191,3,경영진검토,2022-03-31,통과,1
E001038,P00191,4,이사회승인,2022-04-12,통과,1
E001039,P00191,5,확정배포,2022-05-16,통과,1
E001040,P00192,1,부서초안제출,2023-01-25,통과,1
E001041,P00192,2,예산실1차조정,2023-02-17,반려,1
E001042,P00192,2,예산실1차조정,2023-02-27,통과,2
E001043,P00192,3,경영진검토,2023-03-22,통과,1
E001044,P00192,4,이사회승인,2023-05-02,통과,1
E001045,P00192,5,확정배포,2023-06-08,통과,1
E001046,P00193,1,부서초안제출,2023-02-10,통과,1
E001047,P00193,2,예산실1차조정,2023-03-26,통과,1
E001048,P00193,3,경영진검토,2023-04-29,통과,1
E001049,P00193,4,이사회승인,2023-06-04,반려,1
E001050,P00193,4,이사회승인,2023-07-04,통과,2
E001051,P00193,5,확정배포,2023-08-05,통과,1
E001052,P00194,1,부서초안제출,2023-02-09,통과,1
E001053,P00194,2,예산실1차조정,2023-03-21,통과,1
E001054,P00194,3,경영진검토,2023-04-26,통과,1
E001055,P00194,4,이사회승인,2023-05-28,통과,1
E001056,P00194,5,확정배포,2023-06-17,통과,1
E001057,P00195,1,부서초안제출,2023-01-16,통과,1
E001058,P00195,2,예산실1차조정,2023-01-28,통과,1
E001059,P00195,3,경영진검토,2023-02-13,통과,1
E001060,P00195,4,이사회승인,2023-03-02,통과,1
E001061,P00195,5,확정배포,2023-03-22,통과,1
E001062,P00196,1,부서초안제출,2023-02-16,통과,1
E001063,P00196,2,예산실1차조정,2023-02-27,반려,1
E001064,P00196,2,예산실1차조정,2023-03-19,통과,2
E001065,P00196,3,경영진검토,2023-04-24,통과,1
E001066,P00196,4,이사회승인,2023-05-31,통과,1
E001067,P00196,5,확정배포,,통과,1
E001068,P00197,1,부서초안제출,2023-02-16,통과,1
E001069,P00197,2,예산실1차조정,2023-04-01,통과,1
E001070,P00197,3,경영진검토,2023-04-16,통과,1
E001071,P00197,4,이사회승인,2023-05-06,통과,1
E001072,P00197,5,확정배포,2023-06-14,통과,1
E001073,P00198,1,부서초안제출,2024-01-02,통과,1
E001074,P00198,2,예산실1차조정,2024-01-26,반려,1
E001075,P00198,2,예산실1차조정,2024-02-16,통과,2
E001076,P00198,3,경영진검토,2024-03-04,통과,1
E001077,P00198,4,이사회승인,2024-03-19,반려,1
E001078,P00198,4,이사회승인,2024-04-11,통과,2
E001079,P00198,5,확정배포,2024-04-24,통과,1
E001080,P00199,1,부서초안제출,2024-02-21,통과,1
E001081,P00199,2,예산실1차조정,2024-03-24,통과,1
E001082,P00199,3,경영진검토,2024-04-05,통과,1
E001083,P00199,4,이사회승인,2024-04-15,통과,1
E001084,P00199,5,확정배포,2024-05-20,통과,1
E001085,P00200,1,부서초안제출,2024-01-06,통과,1
E001086,P00200,2,예산실1차조정,2024-01-19,반려,1
E001087,P00200,2,예산실1차조정,2024-02-23,통과,2
E001088,P00200,3,경영진검토,2024-03-12,통과,1
E001089,P00200,4,이사회승인,2024-03-22,반려,1
E001090,P00200,4,이사회승인,2024-04-18,통과,2
E001091,P00200,5,확정배포,2024-05-31,통과,1
E001092,P00201,1,부서초안제출,2024-01-04,통과,1
E001093,P00201,2,예산실1차조정,2024-02-15,통과,1
E001094,P00201,3,경영진검토,2024-03-19,통과,1
E001095,P00201,4,이사회승인,2024-04-07,통과,1
E001096,P00201,5,확정배포,2024-05-03,통과,1
E001097,P00202,1,부서초안제출,2025-01-28,통과,1
E001098,P00202,2,예산실1차조정,2025-02-14,통과,1
E001099,P00202,3,경영진검토,2025-03-17,반려,1
E001100,P00202,3,경영진검토,2025-03-30,통과,2
E001101,P00202,4,이사회승인,2025-04-09,철회,1
E001102,P00203,1,부서초안제출,2025-01-09,통과,1
E001103,P00203,2,예산실1차조정,2025-01-20,통과,1
E001104,P00203,3,경영진검토,2025-02-02,통과,1
E001105,P00203,4,이사회승인,2025-02-14,통과,1
E001106,P00203,5,확정배포,2025-02-26,철회,1
E001107,P00204,1,부서초안제출,2025-02-14,통과,1
E001108,P00204,2,예산실1차조정,2025-03-09,통과,1
E001109,P00204,3,경영진검토,2025-03-25,통과,1
E001110,P00204,4,이사회승인,2025-04-28,반려,1
E001111,P00204,4,이사회승인,2025-06-03,반려,2
E001112,P00205,1,부서초안제출,2025-01-16,통과,1
E001113,P00205,2,예산실1차조정,2025-02-03,통과,1
E001114,P00205,3,경영진검토,2025-03-03,반려,1
E001115,P00205,3,경영진검토,2025-04-05,통과,2
E001116,P00205,4,이사회승인,2025-05-17,통과,1
E001117,P00205,5,확정배포,2025-06-13,통과,1
E001118,P00206,1,부서초안제출,2025-01-11,통과,1
E001119,P00206,2,예산실1차조정,2025-01-23,통과,1
E001120,P00206,3,경영진검토,2025-03-03,반려,1
E001121,P00206,3,경영진검토,2025-03-16,통과,2
E001122,P00206,4,이사회승인,2025-03-27,반려,1
E001123,P00206,4,이사회승인,2025-04-30,반려,2
E001124,P00207,1,부서초안제출,2025-01-05,통과,1
E001125,P00207,2,예산실1차조정,2025-02-12,통과,1
E001126,P00207,3,경영진검토,2025-02-28,통과,1
E001127,P00207,4,이사회승인,2025-04-12,통과,1
E001128,P00207,5,확정배포,2025-05-05,통과,1
E001129,P00208,1,부서초안제출,2025-03-16,통과,1
E001130,P00208,2,예산실1차조정,2025-04-06,통과,1
E001131,P00208,3,경영진검토,2025-05-02,통과,1
E001132,P00208,4,이사회승인,2025-06-07,반려,1
E001133,P00208,4,이사회승인,2025-07-07,반려,2
E001134,P00209,1,부서초안제출,2025-01-15,통과,1
E001135,P00209,2,예산실1차조정,2025-02-16,통과,1
E001136,P00209,3,경영진검토,2025-03-25,통과,1
E001137,P00209,4,이사회승인,2025-04-07,반려,1
E001138,P00209,4,이사회승인,2025-05-06,통과,2
E001139,P00209,5,확정배포,2025-06-08,통과,1
E001140,P00210,1,부서초안제출,2025-01-02,통과,1
E001141,P00210,2,예산실1차조정,2025-02-06,통과,1
E001142,P00210,3,경영진검토,2025-03-13,반려,1
E001143,P00210,3,경영진검토,2025-04-07,통과,2
E001144,P00210,4,이사회승인,2025-04-26,통과,1
E001145,P00210,5,확정배포,2025-05-18,통과,1
E001146,P00211,1,부서초안제출,2025-01-13,통과,1
E001147,P00211,2,예산실1차조정,2025-02-05,통과,1
E001148,P00211,3,경영진검토,2025-02-22,통과,1
E001149,P00211,4,이사회승인,2025-03-15,반려,1
E001150,P00211,4,이사회승인,2025-04-22,통과,2
E001151,P00211,5,확정배포,2025-05-30,반려,1
E001152,P00211,5,확정배포,2025-06-15,통과,2
E001153,P00212,1,부서초안제출,2025-01-31,통과,1
E001154,P00212,2,예산실1차조정,2025-03-04,통과,1
E001155,P00212,3,경영진검토,2025-04-01,통과,1
E001156,P00212,4,이사회승인,2025-04-17,반려,1
E001157,P00212,4,이사회승인,2025-04-28,반려,2
E001158,P00213,1,부서초안제출,2026-03-04,통과,1
E001159,P00213,2,예산실1차조정,2026-04-03,반려,1
E001160,P00213,2,예산실1차조정,2026-05-15,통과,2
E001161,P00213,3,경영진검토,2026-06-24,통과,1
E001162,P00213,4,이사회승인,2026-07-20,통과,1
E001163,P00213,5,확정배포,2026-08-10,통과,1
E001164,P00214,1,부서초안제출,2026-03-04,통과,1
E001165,P00214,2,예산실1차조정,2026-04-17,통과,1
E001166,P00214,3,경영진검토,2026-05-04,통과,1
E001167,P00214,4,이사회승인,2026-05-24,통과,1
E001168,P00214,5,확정배포,2026-07-04,통과,1
E001169,P00215,1,부서초안제출,2026-03-13,통과,1
E001170,P00215,2,예산실1차조정,2026-04-21,통과,1
E001171,P00215,3,경영진검토,2026-05-19,반려,1
E001172,P00215,3,경영진검토,2026-05-29,통과,2
E001173,P00215,4,이사회승인,2026-06-13,통과,1
E001174,P00215,5,확정배포,2026-07-06,통과,1
E001175,P00216,1,부서초안제출,2026-01-01,통과,1
E001176,P00216,2,예산실1차조정,2026-01-26,통과,1
E001177,P00216,3,경영진검토,2026-02-06,통과,1
E001178,P00216,4,이사회승인,2026-03-21,통과,1
E001179,P00216,5,확정배포,2026-04-08,통과,1
E001180,P00217,1,부서초안제출,2026-02-07,통과,1
E001181,P00217,2,예산실1차조정,2026-03-08,통과,1
E001182,P00217,3,경영진검토,2026-04-11,통과,1
E001183,P00217,4,이사회승인,2026-05-06,철회,1
E001184,P00218,1,부서초안제출,2026-02-16,통과,1
E001185,P00218,2,예산실1차조정,2026-03-06,통과,1
E001186,P00218,3,경영진검토,2026-04-03,통과,1
E001187,P00218,4,이사회승인,2026-04-29,반려,1
E001188,P00218,4,이사회승인,2026-05-31,통과,2
E001189,P00218,5,확정배포,2026-07-02,통과,1
E001190,P00219,1,부서초안제출,2026-02-26,통과,1
E001191,P00219,2,예산실1차조정,2026-03-17,반려,1
E001192,P00219,2,예산실1차조정,2026-04-20,통과,2
E001193,P00219,3,경영진검토,2026-05-13,반려,1
E001194,P00219,3,경영진검토,2026-05-23,통과,2
E001195,P00219,4,이사회승인,2026-06-14,통과,1
E001196,P00219,5,확정배포,2026-06-24,통과,1
E001197,P00220,1,부서초안제출,2026-01-16,통과,1
E001198,P00220,2,예산실1차조정,2026-02-10,반려,1
E001199,P00220,2,예산실1차조정,2026-03-19,통과,2
E001200,P00220,3,경영진검토,2026-04-20,반려,1
E001201,P00220,3,경영진검토,2026-05-17,통과,2
E001202,P00220,4,이사회승인,2026-05-30,반려,1
E001203,P00220,4,이사회승인,2026-06-24,통과,2
E001204,P00220,5,확정배포,2026-07-18,통과,1
E001205,P00221,1,부서초안제출,2022-01-03,통과,1
E001206,P00221,2,예산실1차조정,2022-02-10,통과,1
E001207,P00221,3,경영진검토,2022-02-28,반려,1
E001208,P00221,3,경영진검토,2022-04-11,통과,2
E001209,P00221,4,이사회승인,2022-05-19,통과,1
E001210,P00221,5,확정배포,2022-06-08,통과,1
E001211,P00222,1,부서초안제출,2022-01-15,통과,1
E001212,P00222,2,예산실1차조정,2022-02-06,반려,1
E001213,P00222,2,예산실1차조정,2022-03-18,통과,2
E001214,P00222,3,경영진검토,2022-04-28,통과,1
E001215,P00222,4,이사회승인,2022-05-27,통과,1
E001216,P00222,5,확정배포,2022-06-29,통과,1
E001217,P00223,1,부서초안제출,2022-01-19,통과,1
E001218,P00223,2,예산실1차조정,,통과,1
E001219,P00223,3,경영진검토,2022-03-21,통과,1
E001220,P00223,4,이사회승인,2022-04-08,통과,1
E001221,P00223,5,확정배포,2022-05-16,통과,1
E001222,P00224,1,부서초안제출,2022-03-16,통과,1
E001223,P00224,2,예산실1차조정,2022-04-15,반려,1
E001224,P00224,2,예산실1차조정,2022-05-06,통과,2
E001225,P00224,3,경영진검토,2022-06-10,반려,1
E001226,P00224,3,경영진검토,2022-06-22,통과,2
E001227,P00224,4,이사회승인,2022-08-05,반려,1
E001228,P00224,4,이사회승인,2022-08-17,반려,2
E001229,P00225,1,부서초안제출,2022-02-03,통과,1
E001230,P00225,2,예산실1차조정,2022-03-03,통과,1
E001231,P00225,3,경영진검토,2022-03-16,통과,1
E001232,P00225,4,이사회승인,2022-04-14,통과,1
E001233,P00225,5,확정배포,2022-05-02,통과,1
E001234,P00226,1,부서초안제출,2022-02-15,통과,1
E001235,P00226,2,예산실1차조정,2022-02-27,통과,1
E001236,P00226,3,경영진검토,2022-03-18,통과,1
E001237,P00226,4,이사회승인,2022-04-10,통과,1
E001238,P00226,5,확정배포,2022-05-17,통과,1
E001239,P00227,1,부서초안제출,2022-03-03,통과,1
E001240,P00227,2,예산실1차조정,2022-04-02,통과,1
E001241,P00227,3,경영진검토,2022-05-11,통과,1
E001242,P00227,4,이사회승인,2022-06-02,반려,1
E001243,P00227,4,이사회승인,2022-06-20,통과,2
E001244,P00227,5,확정배포,2022-07-05,통과,1
E001245,P00228,1,부서초안제출,2022-03-13,통과,1
E001246,P00228,2,예산실1차조정,2022-04-09,통과,1
E001247,P00228,3,경영진검토,2022-05-19,통과,1
E001248,P00228,4,이사회승인,2022-06-30,반려,1
E001249,P00228,4,이사회승인,2022-08-09,통과,2
E001250,P00228,5,확정배포,2022-09-13,통과,1
E001251,P00229,1,부서초안제출,2023-01-02,통과,1
E001252,P00229,2,예산실1차조정,2023-01-28,통과,1
E001253,P00229,3,경영진검토,2023-03-07,통과,1
E001254,P00229,4,이사회승인,2023-04-20,통과,1
E001255,P00229,5,확정배포,2023-06-02,통과,1
E001256,P00230,1,부서초안제출,2023-01-17,통과,1
E001257,P00230,2,예산실1차조정,2023-02-01,철회,1
E001258,P00231,1,부서초안제출,2023-02-11,통과,1
E001259,P00231,2,예산실1차조정,,통과,1
E001260,P00231,3,경영진검토,2023-03-23,통과,1
E001261,P00231,4,이사회승인,2023-04-12,통과,1
E001262,P00231,5,확정배포,2023-04-26,통과,1
E001263,P00232,1,부서초안제출,2023-02-23,통과,1
E001264,P00232,2,예산실1차조정,2023-03-15,통과,1
E001265,P00232,3,경영진검토,2023-04-21,통과,1
E001266,P00232,4,이사회승인,2023-05-07,반려,1
E001267,P00232,4,이사회승인,2023-06-20,반려,2
E001268,P00233,1,부서초안제출,2023-01-07,통과,1
E001269,P00233,2,예산실1차조정,2023-02-16,반려,1
E001270,P00233,2,예산실1차조정,2023-03-10,통과,2
E001271,P00233,3,경영진검토,2023-04-15,통과,1
E001272,P00233,4,이사회승인,2023-05-12,반려,1
E001273,P00233,4,이사회승인,2023-06-09,통과,2
E001274,P00233,5,확정배포,2023-07-18,통과,1
E001275,P00234,1,부서초안제출,2023-03-09,통과,1
E001276,P00234,2,예산실1차조정,2023-04-18,통과,1
E001277,P00234,3,경영진검토,2023-05-24,통과,1
E001278,P00234,4,이사회승인,2023-07-05,통과,1
E001279,P00234,5,확정배포,2023-08-01,통과,1
E001280,P00235,1,부서초안제출,2023-02-03,통과,1
E001281,P00235,2,예산실1차조정,2023-02-22,반려,1
E001282,P00235,2,예산실1차조정,2023-03-09,통과,2
E001283,P00235,3,경영진검토,2023-03-26,통과,1
E001284,P00235,4,이사회승인,2023-05-01,반려,1
E001285,P00235,4,이사회승인,2023-05-14,통과,2
E001286,P00235,5,확정배포,2023-06-02,통과,1
E001287,P00236,1,부서초안제출,2023-01-07,통과,1
E001288,P00236,2,예산실1차조정,2023-02-08,통과,1
E001289,P00236,3,경영진검토,2023-03-14,반려,1
E001290,P00236,3,경영진검토,2023-04-11,통과,2
E001291,P00236,4,이사회승인,2023-05-15,반려,1
E001292,P00236,4,이사회승인,2023-05-27,반려,2
E001293,P00237,1,부서초안제출,2023-03-02,통과,1
E001294,P00237,2,예산실1차조정,2023-04-10,통과,1
E001295,P00237,3,경영진검토,2023-05-16,반려,1
E001296,P00237,3,경영진검토,2023-06-21,통과,2
E001297,P00237,4,이사회승인,2023-07-16,통과,1
E001298,P00237,5,확정배포,2023-08-15,통과,1
E001299,P00238,1,부서초안제출,2023-02-12,통과,1
E001300,P00238,2,예산실1차조정,2023-03-19,통과,1
E001301,P00238,3,경영진검토,2023-04-05,통과,1
E001302,P00238,4,이사회승인,2023-04-27,철회,1
E001303,P00239,1,부서초안제출,2023-02-05,통과,1
E001304,P00239,2,예산실1차조정,2023-03-06,통과,1
E001305,P00239,3,경영진검토,2023-04-11,통과,1
E001306,P00239,4,이사회승인,2023-05-01,반려,1
E001307,P00239,4,이사회승인,,반려,2
E001308,P00240,1,부서초안제출,2024-01-05,통과,1
E001309,P00240,2,예산실1차조정,2024-01-31,반려,1
E001310,P00240,2,예산실1차조정,2024-02-14,통과,2
E001311,P00240,3,경영진검토,2024-03-02,반려,1
E001312,P00240,3,경영진검토,2024-04-07,통과,2
E001313,P00240,4,이사회승인,2024-05-10,통과,1
E001314,P00240,5,확정배포,2024-06-10,통과,1
E001315,P00241,1,부서초안제출,2024-01-04,통과,1
E001316,P00241,2,예산실1차조정,2024-02-09,통과,1
E001317,P00241,3,경영진검토,2024-02-27,통과,1
E001318,P00241,4,이사회승인,2024-03-10,통과,1
E001319,P00241,5,확정배포,2024-04-15,통과,1
E001320,P00242,1,부서초안제출,2024-01-24,통과,1
E001321,P00242,2,예산실1차조정,2024-03-02,반려,1
E001322,P00242,2,예산실1차조정,2024-03-28,통과,2
E001323,P00242,3,경영진검토,2024-04-30,통과,1
E001324,P00242,4,이사회승인,2024-06-02,통과,1
E001325,P00242,5,확정배포,2024-06-30,통과,1
E001326,P00243,1,부서초안제출,2024-03-03,통과,1
E001327,P00243,2,예산실1차조정,2024-03-17,반려,1
E001328,P00243,2,예산실1차조정,2024-04-03,통과,2
E001329,P00243,3,경영진검토,2024-04-14,통과,1
E001330,P00243,4,이사회승인,2024-05-26,통과,1
E001331,P00243,5,확정배포,2024-06-09,통과,1
E001332,P00244,1,부서초안제출,2024-01-25,통과,1
E001333,P00244,2,예산실1차조정,2024-02-22,통과,1
E001334,P00244,3,경영진검토,2024-03-13,통과,1
E001335,P00244,4,이사회승인,2024-04-03,통과,1
E001336,P00244,5,확정배포,2024-04-26,통과,1
E001337,P00245,1,부서초안제출,2024-01-09,통과,1
E001338,P00245,2,예산실1차조정,2024-02-07,통과,1
E001339,P00245,3,경영진검토,2024-03-09,통과,1
E001340,P00245,4,이사회승인,2024-04-02,통과,1
E001341,P00245,5,확정배포,2024-04-19,통과,1
E001342,P00246,1,부서초안제출,2024-02-02,통과,1
E001343,P00246,2,예산실1차조정,2024-03-15,통과,1
E001344,P00246,3,경영진검토,2024-04-04,통과,1
E001345,P00246,4,이사회승인,2024-05-17,통과,1
E001346,P00246,5,확정배포,2024-06-26,통과,1
E001347,P00247,1,부서초안제출,2024-01-12,통과,1
E001348,P00247,2,예산실1차조정,2024-02-02,통과,1
E001349,P00247,3,경영진검토,2024-02-17,통과,1
E001350,P00247,4,이사회승인,2024-03-25,통과,1
E001351,P00247,5,확정배포,2024-05-08,통과,1
E001352,P00248,1,부서초안제출,2024-02-15,통과,1
E001353,P00248,2,예산실1차조정,2024-02-27,통과,1
E001354,P00248,3,경영진검토,2024-03-19,통과,1
E001355,P00248,4,이사회승인,2024-04-22,통과,1
E001356,P00248,5,확정배포,2024-06-03,통과,1
E001357,P00249,1,부서초안제출,2024-02-20,통과,1
E001358,P00249,2,예산실1차조정,2024-04-01,통과,1
E001359,P00249,3,경영진검토,2024-04-19,통과,1
E001360,P00249,4,이사회승인,2024-06-02,통과,1
E001361,P00249,5,확정배포,2024-06-17,통과,1
E001362,P00250,1,부서초안제출,2024-02-10,통과,1
E001363,P00250,2,예산실1차조정,2024-03-18,통과,1
E001364,P00250,3,경영진검토,2024-04-03,반려,1
E001365,P00250,3,경영진검토,2024-04-18,통과,2
E001366,P00250,4,이사회승인,2024-05-22,통과,1
E001367,P00250,5,확정배포,2024-06-06,통과,1
E001368,P00251,1,부서초안제출,2024-01-11,통과,1
E001369,P00251,2,예산실1차조정,2024-02-17,통과,1
E001370,P00251,3,경영진검토,2024-03-30,통과,1
E001371,P00251,4,이사회승인,2024-04-28,통과,1
E001372,P00251,5,확정배포,2024-05-16,통과,1
E001373,P00252,1,부서초안제출,2025-01-20,통과,1
E001374,P00252,2,예산실1차조정,2025-02-03,반려,1
E001375,P00252,2,예산실1차조정,2025-02-19,통과,2
E001376,P00252,3,경영진검토,2025-03-23,반려,1
E001377,P00252,3,경영진검토,2025-04-08,통과,2
E001378,P00252,4,이사회승인,2025-05-09,반려,1
E001379,P00252,4,이사회승인,2025-05-25,통과,2
E001380,P00252,5,확정배포,2025-06-06,통과,1
E001381,P00253,1,부서초안제출,2025-03-11,통과,1
E001382,P00253,2,예산실1차조정,2025-03-26,반려,1
E001383,P00253,2,예산실1차조정,2025-04-09,통과,2
E001384,P00253,3,경영진검토,2025-04-29,통과,1
E001385,P00253,4,이사회승인,2025-05-13,반려,1
E001386,P00253,4,이사회승인,2025-05-30,통과,2
E001387,P00253,5,확정배포,2025-07-01,통과,1
E001388,P00254,1,부서초안제출,2025-02-14,통과,1
E001389,P00254,2,예산실1차조정,2025-03-09,통과,1
E001390,P00254,3,경영진검토,2025-04-15,통과,1
E001391,P00254,4,이사회승인,2025-05-04,반려,1
E001392,P00254,4,이사회승인,2025-05-24,반려,2
E001393,P00255,1,부서초안제출,2025-02-03,통과,1
E001394,P00255,2,예산실1차조정,2025-03-09,반려,1
E001395,P00255,2,예산실1차조정,2025-03-27,통과,2
E001396,P00255,3,경영진검토,2025-04-09,통과,1
E001397,P00255,4,이사회승인,2025-05-09,반려,1
E001398,P00255,4,이사회승인,2025-06-04,통과,2
E001399,P00255,5,확정배포,2025-06-27,통과,1
E001400,P00256,1,부서초안제출,2025-01-21,통과,1
E001401,P00256,2,예산실1차조정,2025-02-16,통과,1
E001402,P00256,3,경영진검토,2025-03-25,통과,1
E001403,P00256,4,이사회승인,2025-04-08,반려,1
E001404,P00256,4,이사회승인,2025-05-12,통과,2
E001405,P00256,5,확정배포,2025-06-11,통과,1
E001406,P00257,1,부서초안제출,2025-02-17,통과,1
E001407,P00257,2,예산실1차조정,2025-03-14,반려,1
E001408,P00257,2,예산실1차조정,2025-04-08,반려,2
E001409,P00258,1,부서초안제출,2025-01-14,통과,1
E001410,P00258,2,예산실1차조정,2025-02-09,통과,1
E001411,P00258,3,경영진검토,2025-03-08,통과,1
E001412,P00258,4,이사회승인,2025-03-21,반려,1
E001413,P00258,4,이사회승인,2025-04-30,통과,2
E001414,P00258,5,확정배포,2025-05-27,통과,1
E001415,P00259,1,부서초안제출,2025-02-07,통과,1
E001416,P00259,2,예산실1차조정,2025-02-26,통과,1
E001417,P00259,3,경영진검토,2025-03-19,통과,1
E001418,P00259,4,이사회승인,2025-04-11,통과,1
E001419,P00259,5,확정배포,2025-04-23,통과,1
E001420,P00260,1,부서초안제출,2026-02-09,통과,1
E001421,P00260,2,예산실1차조정,2026-03-24,반려,1
E001422,P00260,2,예산실1차조정,2026-04-03,통과,2
E001423,P00260,3,경영진검토,2026-05-14,통과,1
E001424,P00260,4,이사회승인,2026-06-01,통과,1
E001425,P00260,5,확정배포,2026-06-18,통과,1
E001426,P00261,1,부서초안제출,2026-03-03,통과,1
E001427,P00261,2,예산실1차조정,2026-04-08,통과,1
E001428,P00261,3,경영진검토,2026-05-15,반려,1
E001429,P00261,3,경영진검토,2026-06-26,통과,2
E001430,P00261,4,이사회승인,2026-07-19,통과,1
E001431,P00262,1,부서초안제출,2026-01-20,통과,1
E001432,P00262,2,예산실1차조정,2026-02-01,통과,1
E001433,P00262,3,경영진검토,2026-02-18,반려,1
E001434,P00262,3,경영진검토,2026-03-06,통과,2
E001435,P00262,4,이사회승인,2026-03-18,통과,1
E001436,P00262,5,확정배포,2026-04-20,통과,1
E001437,P00263,1,부서초안제출,2026-01-02,통과,1
E001438,P00263,2,예산실1차조정,2026-02-13,통과,1
E001439,P00263,3,경영진검토,2026-02-23,통과,1
E001440,P00263,4,이사회승인,2026-03-20,반려,1
E001441,P00263,4,이사회승인,2026-04-27,통과,2
E001442,P00263,5,확정배포,2026-05-16,통과,1
E001443,P00264,1,부서초안제출,2026-03-02,통과,1
E001444,P00264,2,예산실1차조정,2026-03-23,통과,1
E001445,P00264,3,경영진검토,2026-04-10,통과,1
E001446,P00264,4,이사회승인,2026-04-24,통과,1
E001447,P00264,5,확정배포,2026-05-22,통과,1
E001448,P00265,1,부서초안제출,2026-01-08,통과,1
E001449,P00265,2,예산실1차조정,2026-02-06,통과,1
E001450,P00265,3,경영진검토,2026-03-17,통과,1
E001451,P00265,4,이사회승인,2026-04-16,반려,1
E001452,P00265,4,이사회승인,2026-05-02,통과,2
E001453,P00265,5,확정배포,2026-05-26,통과,1
E001454,P00266,1,부서초안제출,2026-02-17,통과,1
E001455,P00266,2,예산실1차조정,2026-03-09,통과,1
E001456,P00266,3,경영진검토,2026-03-25,통과,1
E001457,P00266,4,이사회승인,2026-04-17,통과,1
E001458,P00266,5,확정배포,2026-05-03,통과,1
E001459,P00267,1,부서초안제출,2026-02-28,통과,1
E001460,P00267,2,예산실1차조정,2026-04-11,반려,1
E001461,P00267,2,예산실1차조정,2026-05-24,통과,2
E001462,P00267,3,경영진검토,2026-06-07,통과,1
E001463,P00267,4,이사회승인,2026-06-19,통과,1
E001464,P00267,5,확정배포,2026-07-05,반려,1
E001465,P00267,5,확정배포,2026-08-07,통과,2
E001466,P00268,1,부서초안제출,2022-02-11,통과,1
E001467,P00268,2,예산실1차조정,2022-03-27,반려,1
E001468,P00268,2,예산실1차조정,2022-05-01,통과,2
E001469,P00268,3,경영진검토,2022-05-23,반려,1
E001470,P00268,3,경영진검토,2022-06-28,통과,2
E001471,P00268,4,이사회승인,2022-07-17,통과,1
E001472,P00268,5,확정배포,2022-08-28,통과,1
E001473,P00269,1,부서초안제출,2022-02-24,통과,1
